,worldbank_stats_by_country_2015-2019.csv column names
1155,"Prevalence of severe wasting, weight for height, male (% of children under 5) 2015"
1156,"Prevalence of severe wasting, weight for height, male (% of children under 5) 2016"
1157,"Prevalence of severe wasting, weight for height, male (% of children under 5) 2017"
1158,"Prevalence of severe wasting, weight for height, male (% of children under 5) 2018"
1159,"Prevalence of severe wasting, weight for height, male (% of children under 5) 2019"
1160,"Prevalence of severe wasting, weight for height (% of children under 5) 2015"
1161,"Prevalence of severe wasting, weight for height (% of children under 5) 2016"
1162,"Prevalence of severe wasting, weight for height (% of children under 5) 2017"
1163,"Prevalence of severe wasting, weight for height (% of children under 5) 2018"
1164,"Prevalence of severe wasting, weight for height (% of children under 5) 2019"
1165,Tuberculosis treatment success rate (% of new cases) 2015
1166,Tuberculosis treatment success rate (% of new cases) 2016
1167,Tuberculosis treatment success rate (% of new cases) 2017
1168,Tuberculosis treatment success rate (% of new cases) 2018
1169,Tuberculosis treatment success rate (% of new cases) 2019
1170,"Tuberculosis case detection rate (%, all forms) 2015"
1171,"Tuberculosis case detection rate (%, all forms) 2016"
1172,"Tuberculosis case detection rate (%, all forms) 2017"
1173,"Tuberculosis case detection rate (%, all forms) 2018"
1174,"Tuberculosis case detection rate (%, all forms) 2019"
1175,"Incidence of tuberculosis (per 100,000 people) 2015"
1176,"Incidence of tuberculosis (per 100,000 people) 2016"
1177,"Incidence of tuberculosis (per 100,000 people) 2017"
1178,"Incidence of tuberculosis (per 100,000 people) 2018"
1179,"Incidence of tuberculosis (per 100,000 people) 2019"
1180,"Tuberculosis death rate (per 100,000 people) 2015"
1181,"Tuberculosis death rate (per 100,000 people) 2016"
1182,"Tuberculosis death rate (per 100,000 people) 2017"
1183,"Tuberculosis death rate (per 100,000 people) 2018"
1184,"Tuberculosis death rate (per 100,000 people) 2019"
1185,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2015
1186,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2016
1187,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2017
1188,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2018
1189,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2019
1190,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2015
1191,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2016
1192,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2017
1193,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2018
1194,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2019
1195,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2015
1196,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2016
1197,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2017
1198,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2018
1199,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2019
1200,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2015
1201,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2016
1202,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2017
1203,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2018
1204,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2019
1205,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2015
1206,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2016
1207,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2017
1208,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2018
1209,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD) 2019
1210,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2015
1211,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2016
1212,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2017
1213,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2018
1214,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure 2019
1215,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2015
1216,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2016
1217,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2017
1218,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2018
1219,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) 2019
1220,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2015
1221,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2016
1222,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2017
1223,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2018
1224,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) 2019
1225,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure 2015
1226,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure 2016
1227,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure 2017
1228,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure 2018
1229,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure 2019
1230,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%) 2015
1231,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%) 2016
1232,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%) 2017
1233,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%) 2018
1234,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%) 2019
1235,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure 2015
1236,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure 2016
1237,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure 2017
1238,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure 2018
1239,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure 2019
1240,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) 2015
1241,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) 2016
1242,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) 2017
1243,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) 2018
1244,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) 2019
1245,UHC service coverage index 2015
1246,UHC service coverage index 2016
1247,UHC service coverage index 2017
1248,UHC service coverage index 2018
1249,UHC service coverage index 2019
1250,Newborns protected against tetanus (%) 2015
1251,Newborns protected against tetanus (%) 2016
1252,Newborns protected against tetanus (%) 2017
1253,Newborns protected against tetanus (%) 2018
1254,Newborns protected against tetanus (%) 2019
1255,Current health expenditure (% of GDP) 2015
1256,Current health expenditure (% of GDP) 2016
1257,Current health expenditure (% of GDP) 2017
1258,Current health expenditure (% of GDP) 2018
1259,Current health expenditure (% of GDP) 2019
1260,Current health expenditure per capita (current US$) 2015
1261,Current health expenditure per capita (current US$) 2016
1262,Current health expenditure per capita (current US$) 2017
